region,month,SRR_file
SA,2022-01,SRR17712759
SA,2022-01,SRR18054991
SA,2022-01,SRR17712556
SA,2022-01,SRR17973964
SA,2022-01,SRR18532331
SA,2022-01,SRR23625306
SA,2022-01,SRR18532363
SA,2022-01,SRR18038070
SA,2022-01,SRR17712738
SA,2022-01,SRR18240224
SA,2022-01,SRR18055054
SA,2022-01,SRR17712291
SA,2022-01,SRR17973997
SA,2022-01,SRR18047379
SA,2022-01,SRR17712374
SA,2022-01,SRR18532341
SA,2022-01,SRR18038059
SA,2022-01,SRR17973973
SA,2022-01,SRR17970970
SA,2022-01,SRR17712501
SA,2022-01,SRR17970971
SA,2022-01,SRR22243789
SA,2022-01,SRR17712532
SA,2022-01,SRR18047376
SA,2022-01,SRR17712513
SA,2022-01,SRR18055058
SA,2022-01,SRR17712580
SA,2022-01,SRR17712583
SA,2022-01,SRR18047365
SA,2022-01,SRR18240245
SA,2022-01,SRR17712744
SA,2022-01,SRR22243785
SA,2022-01,SRR18055051
SA,2022-01,SRR18047311
SA,2022-01,SRR18556948
SA,2022-01,SRR18240522
SA,2022-01,SRR17712837
SA,2022-01,SRR17973985
SA,2022-01,SRR18532374
SA,2022-01,SRR18430423
SA,2022-01,SRR18047327
SA,2022-01,SRR18055040
SA,2022-01,SRR18047341
SA,2022-01,SRR17712574
SA,2022-01,SRR17970980
SA,2022-01,SRR17970949
SA,2022-01,SRR18532354
SA,2022-01,SRR18038031
SA,2022-01,SRR17712376
SA,2022-01,SRR17970958
SA,2022-01,SRR23625289
SA,2022-01,SRR17712298
SA,2022-01,SRR17712515
SA,2022-01,SRR17712502
SA,2022-02,SRR18240447
SA,2022-02,SRR18240270
SA,2022-02,SRR18430319
SA,2022-02,SRR18430279
SA,2022-02,SRR18430268
SA,2022-02,SRR18240462
SA,2022-02,SRR18240442
SA,2022-02,SRR18240379
SA,2022-02,SRR18532407
SA,2022-02,SRR18240296
SA,2022-02,SRR18240290
SA,2022-02,SRR18240403
SA,2022-02,SRR18240547
SA,2022-02,SRR18430273
SA,2022-02,SRR18848612
SA,2022-02,SRR18240271
SA,2022-02,SRR18240537
SA,2022-02,SRR18532405
SA,2022-02,SRR18240548
SA,2022-02,SRR18553775
SA,2022-02,SRR18430321
SA,2022-02,SRR18240227
SA,2022-02,SRR18240475
SA,2022-02,SRR18848629
SA,2022-02,SRR18430427
SA,2022-02,SRR18848617
SA,2022-02,SRR18240471
SA,2022-02,SRR18240546
SA,2022-02,SRR18430425
SA,2022-02,SRR18240315
SA,2022-02,SRR18240312
SA,2022-02,SRR18240533
SA,2022-02,SRR18240313
SA,2022-02,SRR18240527
SA,2022-02,SRR18848614
SA,2022-02,SRR18240524
SA,2022-02,SRR18430340
SA,2022-02,SRR18240458
SA,2022-02,SRR18532397
SA,2022-02,SRR18240267
SA,2022-02,SRR18430450
SA,2022-02,SRR18430271
SA,2022-02,SRR18430315
SA,2022-02,SRR18240320
SA,2022-02,SRR18556967
SA,2022-02,SRR18240532
SA,2022-02,SRR18240306
SA,2022-02,SRR18430320
SA,2022-02,SRR18240466
SA,2022-02,SRR18532403
SA,2022-02,SRR18430393
SA,2022-02,SRR18430371
SA,2022-02,SRR18553742
SA,2022-02,SRR18532411
SA,2022-02,SRR18240528
SA,2022-02,SRR18430326
SA,2022-02,SRR18240425
SA,2022-02,SRR18430433
SA,2022-02,SRR18240300
SA,2022-02,SRR18848598
SA,2022-02,SRR18430421
SA,2022-02,SRR18240448
SA,2022-02,SRR18532372
SA,2022-02,SRR18240465
SA,2022-02,SRR18848545
SA,2022-02,SRR18532409
SA,2022-02,SRR18240449
SA,2022-02,SRR18240314
SA,2022-02,SRR18848606
SA,2022-02,SRR23625058
SA,2022-02,SRR18430270
SA,2022-02,SRR18430414
SA,2022-02,SRR18240529
SA,2022-02,SRR18240350
SA,2022-02,SRR18240530
SA,2022-02,SRR18240526
SA,2022-02,SRR18240443
SA,2022-02,SRR18430424
SA,2022-02,SRR18240459
SA,2022-02,SRR18430432
SA,2022-02,SRR18848613
SA,2022-02,SRR18430417
SA,2022-02,SRR18240302
SA,2022-02,SRR18430351
SA,2022-02,SRR18556941
SA,2022-02,SRR18240368
SA,2022-02,SRR18430306
SA,2022-02,SRR18848597
SA,2022-02,SRR18240452
SA,2022-02,SRR18532401
SA,2022-02,SRR18430272
SA,2022-02,SRR18532406
SA,2022-02,SRR18240460
SA,2022-02,SRR18430415
SA,2022-02,SRR18430429
SA,2022-02,SRR18848623
SA,2022-02,SRR18240446
SA,2022-02,SRR18430428
SA,2022-02,SRR18240508
SA,2022-02,SRR18240279
SA,2022-02,SRR18532413
SA,2022-02,SRR18240255
SA,2022-02,SRR18240474
SA,2022-02,SRR18240538
SA,2022-02,SRR18532396
SA,2022-02,SRR18848628
SA,2022-02,SRR18240444
SA,2022-02,SRR18430324
SA,2022-02,SRR18430434
SA,2022-02,SRR18430430
SA,2022-02,SRR18430419
SA,2022-02,SRR18430281
SA,2022-02,SRR18848621
SA,2022-02,SRR18430416
SA,2022-02,SRR18848595
SA,2022-02,SRR18240325
SA,2022-02,SRR18848600
SA,2022-02,SRR18240324
SA,2022-02,SRR18240453
SA,2022-02,SRR18430322
SA,2022-02,SRR18848584
SA,2022-02,SRR18430426
SA,2022-02,SRR18430328
SA,2022-02,SRR18240545
SA,2022-02,SRR18430404
SA,2022-02,SRR18553787
SA,2022-02,SRR18848618
SA,2022-02,SRR18430470
SA,2022-02,SRR18430418
SA,2022-02,SRR18430284
SA,2022-02,SRR18430280
SA,2022-02,SRR18848607
SA,2022-02,SRR23625438
SA,2022-02,SRR18240317
SA,2022-02,SRR18240328
SA,2022-02,SRR18240333
SA,2022-02,SRR18240544
SA,2022-02,SRR18430431
SA,2022-02,SRR18240534
SA,2022-02,SRR18532337
SA,2022-02,SRR18848624
SA,2022-02,SRR18430295
SA,2022-02,SRR18240454
SA,2022-02,SRR18240225
SA,2022-02,SRR18240318
SA,2022-02,SRR18430483
SA,2022-02,SRR18532395
SA,2022-02,SRR18240523
SA,2022-02,SRR18430329
SA,2022-02,SRR18556962
SA,2022-02,SRR18848625
SA,2022-02,SRR18430327
SA,2022-02,SRR18532404
SA,2022-02,SRR18240202
SA,2022-02,SRR18532390
SA,2022-02,SRR18430282
SA,2022-02,SRR18240390
SA,2022-02,SRR18848564
SA,2022-02,SRR18430285
SA,2022-02,SRR18848622
SA,2022-02,SRR18430287
SA,2022-02,SRR18532359
SA,2022-02,SRR18240327
SA,2022-02,SRR18240543
SA,2022-02,SRR18848615
SA,2022-02,SRR18430332
SA,2022-02,SRR18240468
SA,2022-02,SRR18848603
SA,2022-02,SRR18240304
SA,2022-02,SRR18848626
SA,2022-02,SRR18430323
SA,2022-02,SRR18532410
SA,2022-02,SRR18532326
SA,2022-02,SRR18240535
SA,2022-02,SRR18430283
SA,2022-02,SRR18848601
SA,2022-02,SRR18240467
SA,2022-02,SRR18532357
SA,2022-02,SRR18532358
SA,2022-02,SRR23625437
SA,2022-02,SRR18430437
SA,2022-02,SRR18240402
SA,2022-02,SRR18430382
SA,2022-02,SRR18240319
SA,2022-02,SRR18240246
SA,2022-02,SRR18240536
SA,2022-02,SRR18240463
SA,2022-02,SRR18240264
SA,2022-02,SRR18848556
SA,2022-02,SRR18532402
SA,2022-02,SRR18240541
SA,2022-02,SRR18430435
SA,2022-02,SRR18430317
SA,2022-02,SRR18430325
SA,2022-02,SRR18532399
SA,2022-02,SRR18240509
SA,2022-02,SRR18240450
SA,2022-02,SRR18240461
SA,2022-02,SRR18240310
SA,2022-02,SRR18240322
SA,2022-03,SRR18848031
SA,2022-03,SRR18430467
SA,2022-03,SRR18430383
SA,2022-03,SRR18848591
SA,2022-03,SRR18554226
SA,2022-03,SRR18554210
SA,2022-03,SRR18553780
SA,2022-03,SRR18553732
SA,2022-03,SRR18848589
SA,2022-03,SRR18430461
SA,2022-03,SRR18848050
SA,2022-03,SRR23625585
SA,2022-03,SRR18847981
SA,2022-03,SRR18430453
SA,2022-03,SRR18848006
SA,2022-03,SRR18554337
SA,2022-03,SRR18430387
SA,2022-03,SRR18430386
SA,2022-03,SRR18430456
SA,2022-03,SRR18553777
SA,2022-03,SRR18553785
SA,2022-03,SRR18555626
SA,2022-03,SRR18848012
SA,2022-03,SRR18430384
SA,2022-03,SRR18847990
SA,2022-03,SRR18553766
SA,2022-03,SRR18848573
SA,2022-03,SRR18848036
SA,2022-03,SRR18848541
SA,2022-03,SRR23624913
SA,2022-03,SRR18554335
SA,2022-03,SRR18553778
SA,2022-03,SRR18554350
SA,2022-03,SRR18848005
SA,2022-03,SRR18554228
SA,2022-03,SRR18430373
SA,2022-03,SRR19117410
SA,2022-03,SRR18553744
SA,2022-03,SRR18848539
SA,2022-03,SRR23624897
SA,2022-03,SRR18554295
SA,2022-03,SRR19117428
SA,2022-03,SRR18553741
SA,2022-03,SRR18553776
SA,2022-03,SRR19117412
SA,2022-03,SRR18554293
SA,2022-03,SRR23625028
SA,2022-03,SRR19117445
SA,2022-03,SRR18554315
SA,2022-03,SRR18430458
SA,2022-03,SRR18554304
SA,2022-03,SRR18554297
SA,2022-03,SRR18848013
SA,2022-03,SRR18554220
SA,2022-03,SRR18430394
SA,2022-03,SRR18848585
SA,2022-03,SRR18554357
SA,2022-03,SRR18847976
SA,2022-03,SRR18430474
SA,2022-03,SRR18554314
SA,2022-03,SRR18430413
SA,2022-03,SRR18847985
SA,2022-03,SRR18554271
SA,2022-03,SRR18848025
SA,2022-03,SRR18848020
SA,2022-03,SRR18554306
SA,2022-03,SRR18847999
SA,2022-03,SRR18553762
SA,2022-03,SRR18848552
SA,2022-03,SRR18430408
SA,2022-03,SRR18430395
SA,2022-03,SRR18848042
SA,2022-03,SRR18553782
SA,2022-03,SRR18554269
SA,2022-03,SRR23624919
SA,2022-03,SRR19117443
SA,2022-03,SRR18430460
SA,2022-03,SRR19117413
SA,2022-03,SRR19117420
SA,2022-03,SRR18554353
SA,2022-03,SRR18848029
SA,2022-03,SRR18554307
SA,2022-03,SRR18553746
SA,2022-03,SRR18554310
SA,2022-03,SRR18554302
SA,2022-03,SRR18553772
SA,2022-03,SRR18848047
SA,2022-03,SRR18554221
SA,2022-03,SRR18848053
SA,2022-03,SRR18848035
SA,2022-03,SRR18430409
SA,2022-03,SRR18848015
SA,2022-03,SRR19117434
SA,2022-03,SRR18553750
SA,2022-03,SRR18847975
SA,2022-03,SRR23625463
SA,2022-03,SRR19117424
SA,2022-03,SRR18554358
SA,2022-03,SRR18848557
SA,2022-03,SRR18554224
SA,2022-03,SRR23625593
SA,2022-03,SRR18847988
SA,2022-03,SRR19117431
SA,2022-03,SRR18554287
SA,2022-03,SRR18430400
SA,2022-03,SRR18553783
SA,2022-03,SRR22573643
SA,2022-03,SRR18554282
SA,2022-03,SRR18554326
SA,2022-03,SRR18554223
SA,2022-03,SRR18430406
SA,2022-03,SRR18553773
SA,2022-03,SRR18847994
SA,2022-03,SRR19117435
SA,2022-03,SRR18848032
SA,2022-03,SRR18555623
SA,2022-03,SRR18554323
SA,2022-03,SRR18554355
SA,2022-03,SRR18553735
SA,2022-03,SRR19051888
SA,2022-03,SRR23625262
SA,2022-03,SRR18554211
SA,2022-03,SRR19117438
SA,2022-03,SRR18847977
SA,2022-03,SRR18554219
SA,2022-03,SRR18848003
SA,2022-03,SRR18554340
SA,2022-03,SRR18848002
SA,2022-03,SRR18554325
SA,2022-03,SRR18848586
SA,2022-03,SRR18848041
SA,2022-03,SRR18553731
SA,2022-03,SRR18555629
SA,2022-03,SRR18555620
SA,2022-03,SRR18430455
SA,2022-03,SRR18430396
SA,2022-03,SRR18430466
SA,2022-03,SRR18553740
SA,2022-03,SRR19117425
SA,2022-03,SRR19117422
SA,2022-03,SRR18430405
SA,2022-03,SRR18554318
SA,2022-03,SRR18554316
SA,2022-03,SRR18554361
SA,2022-03,SRR18847972
SA,2022-03,SRR18554213
SA,2022-03,SRR18847986
SA,2022-03,SRR18430375
SA,2022-03,SRR18430468
SA,2022-03,SRR18848594
SA,2022-03,SRR18848056
SA,2022-03,SRR19117421
SA,2022-03,SRR23625589
SA,2022-03,SRR23625102
SA,2022-03,SRR18554343
SA,2022-03,SRR18553743
SA,2022-03,SRR18848582
SA,2022-03,SRR18430370
SA,2022-03,SRR18848019
SA,2022-03,SRR18555624
SA,2022-03,SRR18553755
SA,2022-03,SRR18555627
SA,2022-03,SRR18430463
SA,2022-03,SRR18554273
SA,2022-03,SRR18847980
SA,2022-03,SRR19117437
SA,2022-03,SRR23624902
SA,2022-03,SRR18554312
SA,2022-03,SRR18553745
SA,2022-03,SRR18430267
SA,2022-03,SRR18554286
SA,2022-03,SRR18555618
SA,2022-03,SRR18430379
SA,2022-03,SRR18848021
SA,2022-03,SRR18848014
SA,2022-03,SRR18554278
SA,2022-03,SRR18554207
SA,2022-03,SRR18430401
SA,2022-03,SRR18554208
SA,2022-03,SRR18848572
SA,2022-03,SRR18430452
SA,2022-03,SRR18554370
SA,2022-03,SRR18848581
SA,2022-03,SRR18430475
SA,2022-03,SRR18430476
SA,2022-03,SRR18554289
SA,2022-03,SRR18554206
SA,2022-03,SRR18554364
SA,2022-03,SRR23625584
SA,2022-03,SRR18430451
SA,2022-03,SRR18430478
SA,2022-03,SRR18848024
SA,2022-03,SRR18554344
SA,2022-03,SRR18554276
SA,2022-03,SRR18848051
SA,2022-03,SRR18847979
SA,2022-03,SRR18554359
SA,2022-03,SRR18848044
SA,2022-03,SRR18848592
SA,2022-03,SRR18848540
SA,2022-04,SRR19051699
SA,2022-04,SRR18848558
SA,2022-04,SRR19051815
SA,2022-04,SRR19051799
SA,2022-04,SRR19051788
SA,2022-04,SRR19051745
SA,2022-04,SRR19051694
SA,2022-04,SRR19326081
SA,2022-04,SRR19051686
SA,2022-04,SRR23625097
SA,2022-04,SRR19326004
SA,2022-04,SRR18848562
SA,2022-04,SRR18848561
SA,2022-04,SRR19051689
SA,2022-04,SRR19051785
SA,2022-04,SRR19051793
SA,2022-04,SRR19326049
SA,2022-04,SRR18848559
SA,2022-04,SRR19326089
SA,2022-04,SRR19051775
SA,2022-04,SRR23625224
SA,2022-04,SRR19326002
SA,2022-04,SRR19051786
SA,2022-04,SRR19326018
SA,2022-04,SRR19051817
SA,2022-04,SRR18848544
SA,2022-04,SRR19051755
SA,2022-04,SRR23625219
SA,2022-04,SRR19051865
SA,2022-04,SRR22573595
SA,2022-04,SRR19051753
SA,2022-04,SRR19051784
SA,2022-04,SRR19051863
SA,2022-04,SRR23625225
SA,2022-04,SRR23625216
SA,2022-04,SRR19051891
SA,2022-04,SRR19051691
SA,2022-04,SRR19051874
SA,2022-04,SRR19051867
SA,2022-04,SRR19051810
SA,2022-04,SRR18848569
SA,2022-04,SRR19326025
SA,2022-04,SRR19326076
SA,2022-04,SRR19051724
SA,2022-04,SRR19051890
SA,2022-04,SRR19051682
SA,2022-04,SRR19051825
SA,2022-04,SRR19051876
SA,2022-04,SRR19051772
SA,2022-04,SRR18848737
SA,2022-04,SRR18848574
SA,2022-04,SRR19051790
SA,2022-04,SRR19051823
SA,2022-04,SRR19326079
SA,2022-04,SRR23625207
SA,2022-04,SRR19051693
SA,2022-04,SRR19326086
SA,2022-04,SRR19326134
SA,2022-04,SRR19326022
SA,2022-04,SRR19051877
SA,2022-04,SRR19051757
SA,2022-04,SRR19051882
SA,2022-04,SRR19051872
SA,2022-04,SRR19051781
SA,2022-04,SRR19051811
SA,2022-04,SRR19051870
SA,2022-04,SRR19326029
SA,2022-04,SRR19326145
SA,2022-04,SRR19051856
SA,2022-04,SRR18848565
SA,2022-04,SRR19051830
SA,2022-04,SRR19051837
SA,2022-04,SRR19051685
SA,2022-04,SRR19326046
SA,2022-04,SRR19326061
SA,2022-04,SRR19051713
SA,2022-04,SRR19051683
SA,2022-04,SRR19051792
SA,2022-04,SRR19051771
SA,2022-04,SRR19051743
SA,2022-04,SRR19326026
SA,2022-04,SRR19051843
SA,2022-04,SRR19326083
SA,2022-04,SRR19326063
SA,2022-04,SRR19051698
SA,2022-04,SRR19051866
SA,2022-04,SRR19326060
SA,2022-04,SRR19326003
SA,2022-04,SRR19051893
SA,2022-04,SRR19051895
SA,2022-04,SRR18848560
SA,2022-04,SRR19051700
SA,2022-04,SRR19051910
SA,2022-04,SRR18848550
SA,2022-04,SRR19051903
SA,2022-04,SRR19051754
SA,2022-04,SRR19051776
SA,2022-04,SRR19051742
SA,2022-04,SRR23625218
SA,2022-04,SRR19051696
SA,2022-04,SRR19051820
SA,2022-04,SRR19326084
SA,2022-04,SRR19326012
SA,2022-04,SRR19326008
SA,2022-04,SRR19051858
SA,2022-04,SRR19051801
SA,2022-04,SRR23625073
SA,2022-04,SRR19051854
SA,2022-04,SRR19051791
SA,2022-04,SRR18848738
SA,2022-04,SRR19051741
SA,2022-04,SRR19326072
SA,2022-04,SRR19326078
SA,2022-04,SRR19051883
SA,2022-04,SRR19051818
SA,2022-04,SRR19051812
SA,2022-04,SRR19051906
SA,2022-04,SRR19051884
SA,2022-04,SRR19051824
SA,2022-04,SRR19051783
SA,2022-04,SRR19051898
SA,2022-04,SRR19326011
SA,2022-04,SRR19051766
SA,2022-04,SRR19326080
SA,2022-04,SRR19051905
SA,2022-04,SRR19051805
SA,2022-04,SRR19051800
SA,2022-04,SRR19326071
SA,2022-04,SRR23625490
SA,2022-04,SRR18848730
SA,2022-04,SRR19051681
SA,2022-04,SRR19051835
SA,2022-04,SRR19326068
SA,2022-04,SRR19326043
SA,2022-04,SRR19051782
SA,2022-04,SRR19051827
SA,2022-04,SRR19326009
SA,2022-04,SRR19326073
SA,2022-04,SRR19326031
SA,2022-04,SRR19051875
SA,2022-04,SRR19326066
SA,2022-04,SRR19326082
SA,2022-04,SRR19051738
SA,2022-04,SRR19051816
SA,2022-04,SRR18848543
SA,2022-04,SRR19326035
SA,2022-04,SRR18848731
SA,2022-04,SRR19051901
SA,2022-04,SRR19326010
SA,2022-04,SRR19051922
SA,2022-04,SRR19051761
SA,2022-04,SRR19326013
SA,2022-04,SRR19051749
SA,2022-04,SRR23625214
SA,2022-04,SRR19051878
SA,2022-04,SRR19326070
SA,2022-04,SRR18848538
SA,2022-04,SRR19051900
SA,2022-04,SRR19051802
SA,2022-04,SRR19051687
SA,2022-04,SRR19051803
SA,2022-04,SRR18848729
SA,2022-04,SRR19051750
SA,2022-04,SRR19051834
SA,2022-04,SRR19326040
SA,2022-04,SRR19051692
SA,2022-04,SRR23625198
SA,2022-04,SRR19051769
SA,2022-04,SRR19326033
SA,2022-04,SRR19051813
SA,2022-04,SRR19051869
SA,2022-04,SRR19326028
SA,2022-04,SRR19051756
SA,2022-04,SRR23625242
SA,2022-04,SRR18848546
SA,2022-04,SRR19051859
SA,2022-04,SRR19051894
SA,2022-04,SRR19051752
SA,2022-04,SRR19051703
SA,2022-04,SRR22573596
SA,2022-04,SRR19326027
SA,2022-04,SRR18848567
SA,2022-04,SRR18848568
SA,2022-04,SRR19051798
SA,2022-04,SRR18848563
SA,2022-04,SRR18848734
SA,2022-04,SRR19051809
SA,2022-04,SRR19051795
SA,2022-04,SRR19051684
SA,2022-04,SRR19326039
SA,2022-04,SRR19326074
SA,2022-04,SRR19326146
SA,2022-04,SRR19326065
SA,2022-04,SRR19051765
SA,2022-04,SRR19051828
SA,2022-04,SRR23624989
SA,2022-04,SRR19051759
SA,2022-04,SRR19326023
SA,2022-04,SRR19326087
SA,2022-04,SRR19326021
SA,2022-05,SRR23625425
SA,2022-05,SRR20015484
SA,2022-05,SRR20015461
SA,2022-05,SRR23625615
SA,2022-05,SRR20015560
SA,2022-05,SRR20015524
SA,2022-05,SRR20015518
SA,2022-05,SRR20015492
SA,2022-05,SRR23625614
SA,2022-05,SRR20015482
SA,2022-05,SRR23625509
SA,2022-05,SRR23625749
SA,2022-05,SRR23625233
SA,2022-05,SRR20015478
SA,2022-05,SRR23625250
SA,2022-05,SRR22573442
SA,2022-05,SRR20015463
SA,2022-05,SRR20015462
SA,2022-05,SRR20015479
SA,2022-05,SRR20015516
SA,2022-05,SRR20015521
SA,2022-05,SRR23625085
SA,2022-05,SRR23625255
SA,2022-05,SRR23625750
SA,2022-05,SRR23625239
SA,2022-05,SRR20015511
SA,2022-05,SRR23625570
SA,2022-05,SRR23625499
SA,2022-05,SRR23625565
SA,2022-05,SRR23625733
SA,2022-05,SRR22573439
SA,2022-05,SRR20015517
SA,2022-05,SRR22573640
SA,2022-05,SRR23625249
SA,2022-05,SRR20015561
SA,2022-05,SRR19570290
SA,2022-05,SRR20015497
SA,2022-05,SRR23625729
SA,2022-05,SRR20770811
SA,2022-05,SRR23625561
SA,2022-05,SRR20015496
SA,2022-05,SRR23625702
SA,2022-05,SRR20770805
SA,2022-05,SRR23625741
SA,2022-05,SRR23625705
SA,2022-05,SRR22573371
SA,2022-05,SRR20015480
SA,2022-05,SRR22076621
SA,2022-05,SRR20770921
SA,2022-05,SRR23625686
SA,2022-05,SRR20015531
SA,2022-05,SRR20015466
SA,2022-05,SRR22573646
SA,2022-05,SRR23625230
SA,2022-05,SRR20015487
SA,2022-05,SRR22573369
SA,2022-05,SRR20015476
SA,2022-05,SRR23625235
SA,2022-05,SRR20770730
SA,2022-05,SRR22076622
SA,2022-05,SRR23625245
SA,2022-05,SRR20015510
SA,2022-05,SRR20015473
SA,2022-05,SRR23625421
SA,2022-05,SRR20015520
SA,2022-05,SRR20015565
SA,2022-05,SRR23625407
SA,2022-05,SRR23625700
SA,2022-05,SRR20015481
SA,2022-05,SRR23625500
SA,2022-05,SRR23625739
SA,2022-05,SRR22573644
SA,2022-05,SRR22559621
SA,2022-05,SRR20015500
SA,2022-05,SRR22572543
SA,2022-05,SRR22076619
SA,2022-05,SRR20015514
SA,2022-05,SRR20015532
SA,2022-05,SRR20015474
SA,2022-05,SRR20015502
SA,2022-05,SRR23625746
SA,2022-05,SRR23625574
SA,2022-05,SRR22573650
SA,2022-05,SRR23625742
SA,2022-05,SRR20015533
SA,2022-05,SRR23625568
SA,2022-05,SRR23625516
SA,2022-05,SRR23625090
SA,2022-05,SRR23625569
SA,2022-05,SRR22573373
SA,2022-05,SRR22573375
SA,2022-05,SRR23625726
SA,2022-05,SRR20015485
SA,2022-05,SRR22573437
SA,2022-05,SRR19570486
SA,2022-05,SRR22573405
SA,2022-05,SRR23625546
SA,2022-05,SRR20015512
SA,2022-05,SRR20015491
SA,2022-05,SRR23625728
SA,2022-05,SRR20015483
SA,2022-05,SRR20015563
SA,2022-05,SRR23625492
SA,2022-05,SRR23625256
SA,2022-05,SRR22573632
SA,2022-05,SRR20770792
SA,2022-05,SRR20015525
SA,2022-05,SRR23625581
SA,2022-05,SRR20770790
SA,2022-05,SRR23625246
SA,2022-05,SRR23625116
SA,2022-05,SRR20015490
SA,2022-05,SRR23625572
SA,2022-05,SRR23625416
SA,2022-05,SRR22572608
SA,2022-05,SRR23625238
SA,2022-05,SRR23625117
SA,2022-05,SRR22573387
SA,2022-05,SRR23625253
SA,2022-05,SRR20015515
SA,2022-05,SRR23625232
SA,2022-05,SRR22573642
SA,2022-05,SRR20015505
SA,2022-05,SRR23625752
SA,2022-05,SRR22573382
SA,2022-05,SRR20015527
SA,2022-05,SRR22573438
SA,2022-05,SRR23625247
SA,2022-05,SRR23625734
SA,2022-05,SRR20015469
SA,2022-05,SRR20015475
SA,2022-05,SRR20770751
SA,2022-05,SRR23625243
SA,2022-05,SRR23625234
SA,2022-05,SRR20770734
SA,2022-05,SRR22573633
SA,2022-05,SRR23625730
SA,2022-05,SRR20015509
SA,2022-05,SRR23625241
SA,2022-05,SRR23625422
SA,2022-05,SRR20015489
SA,2022-05,SRR23625748
SA,2022-05,SRR23625560
SA,2022-05,SRR23625041
SA,2022-05,SRR23625414
SA,2022-05,SRR23625566
SA,2022-05,SRR23625115
SA,2022-05,SRR23625084
SA,2022-05,SRR20015494
SA,2022-05,SRR23625506
SA,2022-05,SRR20015465
SA,2022-05,SRR23624953
SA,2022-05,SRR19570139
SA,2022-05,SRR23625418
SA,2022-05,SRR23625078
SA,2022-05,SRR23625254
SA,2022-05,SRR20015472
SA,2022-05,SRR22573628
SA,2022-05,SRR23625753
SA,2022-05,SRR20770804
SA,2022-05,SRR23625505
SA,2022-05,SRR20770795
SA,2022-05,SRR22573573
SA,2022-05,SRR22573411
SA,2022-05,SRR22573651
SA,2022-05,SRR20015513
SA,2022-05,SRR20015495
SA,2022-05,SRR20015467
SA,2022-05,SRR20015464
SA,2022-05,SRR23625503
SA,2022-05,SRR23625111
SA,2022-05,SRR20015564
SA,2022-05,SRR23625016
SA,2022-05,SRR20015522
SA,2022-05,SRR23625744
SA,2022-05,SRR20770755
SA,2022-05,SRR23625014
SA,2022-05,SRR23625692
SA,2022-05,SRR23624988
SA,2022-05,SRR20015529
SA,2022-05,SRR20770746
SA,2022-05,SRR20015471
SA,2022-05,SRR23625743
SA,2022-05,SRR23625060
SA,2022-05,SRR22076616
SA,2022-05,SRR22573404
SA,2022-05,SRR19570340
SA,2022-05,SRR23625504
SA,2022-05,SRR20770750
SA,2022-05,SRR20015493
SA,2022-05,SRR23625240
SA,2022-05,SRR23625427
SA,2022-05,SRR23625086
SA,2022-05,SRR20015526
SA,2022-05,SRR23625573
SA,2022-05,SRR20015477
SA,2022-05,SRR19570487
SA,2022-05,SRR20770745
SA,2022-05,SRR23625521
SA,2022-05,SRR20015468
SA,2022-06,SRR20770411
SA,2022-06,SRR20770412
SA,2022-06,SRR20770419
SA,2022-06,SRR20770420
SA,2022-06,SRR20770566
SA,2022-06,SRR20770567
SA,2022-06,SRR20770569
SA,2022-06,SRR20770570
SA,2022-06,SRR20770571
SA,2022-06,SRR20770572
SA,2022-06,SRR20770577
SA,2022-06,SRR20770580
SA,2022-06,SRR20770581
SA,2022-06,SRR20770586
SA,2022-06,SRR20770784
SA,2022-06,SRR20770789
SA,2022-06,SRR20770913
SA,2022-06,SRR20770918
SA,2022-06,SRR20770920
SA,2022-06,SRR20770927
SA,2022-06,SRR20770929
SA,2022-06,SRR22565085
SA,2022-06,SRR22565090
SA,2022-06,SRR22565100
SA,2022-06,SRR22565104
SA,2022-06,SRR22565105
SA,2022-06,SRR22565113
SA,2022-06,SRR22565118
SA,2022-06,SRR22565120
SA,2022-06,SRR22565126
SA,2022-06,SRR22565134
SA,2022-06,SRR22565136
SA,2022-06,SRR22572396
SA,2022-06,SRR22572397
SA,2022-06,SRR22572407
SA,2022-06,SRR22572408
SA,2022-06,SRR22572413
SA,2022-06,SRR22572417
SA,2022-06,SRR22572418
SA,2022-06,SRR22572419
SA,2022-06,SRR22572423
SA,2022-06,SRR22572429
SA,2022-06,SRR22572439
SA,2022-06,SRR22572443
SA,2022-06,SRR22572446
SA,2022-06,SRR22572449
SA,2022-06,SRR22572461
SA,2022-06,SRR22572475
SA,2022-06,SRR22572491
SA,2022-06,SRR22572493
SA,2022-06,SRR22572494
SA,2022-06,SRR22572496
SA,2022-06,SRR22572502
SA,2022-06,SRR22572505
SA,2022-06,SRR22572507
SA,2022-06,SRR22572509
SA,2022-06,SRR22572510
SA,2022-06,SRR22572522
SA,2022-06,SRR22572523
SA,2022-06,SRR22572525
SA,2022-06,SRR22572527
SA,2022-06,SRR22572562
SA,2022-06,SRR22572572
SA,2022-06,SRR22572609
SA,2022-06,SRR23624967
SA,2022-06,SRR23624980
SA,2022-06,SRR23624981
SA,2022-06,SRR23624982
SA,2022-06,SRR23625012
SA,2022-06,SRR23625020
SA,2022-06,SRR23625035
SA,2022-06,SRR23625039
SA,2022-06,SRR23625042
SA,2022-06,SRR23625043
SA,2022-06,SRR23625056
SA,2022-06,SRR23625094
SA,2022-06,SRR23625105
SA,2022-06,SRR23625155
