region,month,SRR_file
CA,2022-05,SRR19698339
CA,2022-05,SRR20607938
CA,2022-05,SRR20053400
CA,2022-05,SRR21189032
CA,2022-05,SRR20609650
CA,2022-05,SRR21084482
CA,2022-05,SRR22132327
CA,2022-05,SRR20577624
CA,2022-05,SRR20211938
CA,2022-05,SRR20581913
CA,2022-05,SRR20608907
CA,2022-05,SRR20342902
CA,2022-05,SRR21237562
CA,2022-05,SRR21717695
CA,2022-05,SRR19673292
CA,2022-05,SRR21237417
CA,2022-05,SRR21237552
CA,2022-05,SRR19844916
CA,2022-05,SRR20830510
CA,2022-05,SRR22132108
CA,2022-05,SRR20438908
CA,2022-05,SRR21718190
CA,2022-05,SRR19844780
CA,2022-05,SRR20211791
CA,2022-05,SRR21237426
CA,2022-05,SRR20438900
CA,2022-05,SRR22132369
CA,2022-05,SRR19701184
CA,2022-05,SRR20439493
CA,2022-05,SRR19701288
CA,2022-05,SRR20438984
CA,2022-05,SRR21717498
CA,2022-05,SRR20438933
CA,2022-05,SRR20609088
CA,2022-05,SRR20342702
CA,2022-05,SRR21237553
CA,2022-05,SRR19698922
CA,2022-05,SRR21237319
CA,2022-05,SRR20582396
CA,2022-05,SRR20606642
CA,2022-05,SRR19706455
CA,2022-05,SRR20439482
CA,2022-05,SRR19700485
CA,2022-05,SRR20607836
CA,2022-05,SRR20343172
CA,2022-05,SRR21237601
CA,2022-05,SRR20609409
CA,2022-05,SRR20609291
CA,2022-05,SRR21717722
CA,2022-05,SRR21717670
CA,2022-05,SRR20438990
CA,2022-05,SRR20608801
CA,2022-05,SRR19868026
CA,2022-05,SRR21084596
CA,2022-05,SRR19700216
CA,2022-05,SRR19698981
CA,2022-05,SRR20609907
CA,2022-05,SRR20341597
CA,2022-05,SRR21237452
CA,2022-05,SRR20343098
CA,2022-05,SRR19700554
CA,2022-05,SRR21717510
CA,2022-05,SRR22131998
CA,2022-05,SRR21717689
CA,2022-05,SRR19701452
CA,2022-05,SRR21718145
CA,2022-05,SRR21718160
CA,2022-05,SRR20582098
CA,2022-05,SRR20609503
CA,2022-05,SRR21717471
CA,2022-05,SRR20438999
CA,2022-05,SRR19844941
CA,2022-05,SRR20439239
CA,2022-05,SRR20438964
CA,2022-05,SRR20211737
CA,2022-05,SRR20610104
CA,2022-05,SRR20342761
CA,2022-05,SRR21718203
CA,2022-05,SRR20610317
CA,2022-05,SRR20609629
CA,2022-05,SRR19700279
CA,2022-05,SRR20609171
CA,2022-05,SRR21717724
CA,2022-05,SRR19845091
CA,2022-05,SRR20606606
CA,2022-05,SRR21237318
CA,2022-05,SRR22132440
CA,2022-05,SRR19844942
CA,2022-05,SRR20582499
CA,2022-05,SRR20439491
CA,2022-05,SRR20342788
CA,2022-05,SRR20609536
CA,2022-05,SRR20610393
CA,2022-05,SRR20607905
CA,2022-05,SRR20211937
CA,2022-05,SRR20610369
CA,2022-05,SRR20343932
CA,2022-05,SRR21717486
CA,2022-05,SRR21237435
CA,2022-05,SRR21237458
CA,2022-05,SRR19699622
CA,2022-05,SRR20341612
CA,2022-05,SRR21237589
CA,2022-05,SRR22132093
CA,2022-05,SRR21237551
CA,2022-05,SRR20343604
CA,2022-05,SRR20577031
CA,2022-05,SRR20342778
CA,2022-05,SRR19700036
CA,2022-05,SRR20211765
CA,2022-05,SRR20608681
CA,2022-05,SRR21237280
CA,2022-05,SRR20343594
CA,2022-05,SRR20211775
CA,2022-05,SRR20609797
CA,2022-05,SRR20583602
CA,2022-05,SRR20439778
CA,2022-05,SRR20609563
CA,2022-05,SRR20582388
CA,2022-05,SRR19707192
CA,2022-05,SRR20342730
CA,2022-05,SRR22132373
CA,2022-05,SRR20342181
CA,2022-05,SRR21237377
CA,2022-05,SRR22131901
CA,2022-05,SRR20606670
CA,2022-05,SRR20342693
CA,2022-05,SRR21237381
CA,2022-05,SRR20608860
CA,2022-05,SRR20577817
CA,2022-05,SRR20608855
CA,2022-05,SRR20577004
CA,2022-05,SRR21717915
CA,2022-05,SRR21717664
CA,2022-05,SRR19707054
CA,2022-05,SRR20583872
CA,2022-05,SRR20583525
CA,2022-05,SRR19701153
CA,2022-05,SRR21237401
CA,2022-05,SRR19699147
CA,2022-05,SRR19705495
CA,2022-05,SRR19844763
CA,2022-05,SRR20609381
CA,2022-05,SRR21718166
CA,2022-05,SRR21237496
CA,2022-05,SRR20610233
CA,2022-05,SRR21718163
CA,2022-05,SRR20609003
CA,2022-05,SRR19699949
CA,2022-05,SRR20439511
CA,2022-05,SRR20439496
CA,2022-05,SRR21718189
CA,2022-05,SRR20582575
CA,2022-05,SRR20606545
CA,2022-05,SRR20342308
CA,2022-05,SRR20607853
CA,2022-05,SRR19673716
CA,2022-05,SRR21237569
CA,2022-05,SRR21237289
CA,2022-05,SRR19705776
CA,2022-05,SRR20610309
CA,2022-05,SRR21717933
CA,2022-05,SRR21237391
CA,2022-05,SRR21717712
CA,2022-05,SRR21237437
CA,2022-05,SRR20609550
CA,2022-05,SRR21718162
CA,2022-05,SRR22735502
CA,2022-05,SRR21717925
CA,2022-05,SRR20581348
CA,2022-05,SRR19844788
CA,2022-05,SRR21717727
CA,2022-05,SRR19672902
CA,2022-05,SRR21237290
CA,2022-05,SRR21237285
CA,2022-05,SRR21717924
CA,2022-06,SRR21717886
CA,2022-06,SRR19949157
CA,2022-06,SRR19686305
CA,2022-06,SRR22132133
CA,2022-06,SRR20093394
CA,2022-06,SRR20052835
CA,2022-06,SRR19955723
CA,2022-06,SRR19949802
CA,2022-06,SRR22132120
CA,2022-06,SRR19948725
CA,2022-06,SRR21718114
CA,2022-06,SRR22132131
CA,2022-06,SRR22314511
CA,2022-06,SRR21676095
CA,2022-06,SRR19948320
CA,2022-06,SRR21717630
CA,2022-06,SRR21190297
CA,2022-06,SRR19686462
CA,2022-06,SRR19686402
CA,2022-06,SRR19948436
CA,2022-06,SRR19955635
CA,2022-06,SRR19955968
CA,2022-06,SRR21676047
CA,2022-06,SRR21717714
CA,2022-06,SRR19686309
CA,2022-06,SRR21717437
CA,2022-06,SRR19953180
CA,2022-06,SRR22131951
CA,2022-06,SRR21718038
CA,2022-06,SRR21718630
CA,2022-06,SRR23723916
CA,2022-06,SRR21190277
CA,2022-06,SRR19955686
CA,2022-06,SRR21675981
CA,2022-06,SRR21717627
CA,2022-06,SRR20093518
CA,2022-06,SRR22258466
CA,2022-06,SRR22291565
CA,2022-06,SRR19673545
CA,2022-06,SRR22132274
CA,2022-06,SRR22258463
CA,2022-06,SRR19950350
CA,2022-06,SRR21718480
CA,2022-06,SRR23723852
CA,2022-06,SRR20305496
CA,2022-06,SRR22382695
CA,2022-06,SRR19950269
CA,2022-06,SRR19955594
CA,2022-06,SRR22132280
CA,2022-06,SRR20304570
CA,2022-06,SRR23723990
CA,2022-06,SRR19948433
CA,2022-06,SRR20830500
CA,2022-06,SRR19948611
CA,2022-06,SRR20830188
CA,2022-06,SRR22291154
CA,2022-06,SRR20380050
CA,2022-06,SRR21717744
CA,2022-06,SRR20092937
CA,2022-06,SRR22258464
CA,2022-06,SRR19686975
CA,2022-06,SRR22131988
CA,2022-06,SRR21675994
CA,2022-06,SRR21676085
CA,2022-06,SRR19949443
CA,2022-06,SRR20830467
CA,2022-06,SRR19942410
CA,2022-06,SRR21717419
CA,2022-06,SRR20220129
CA,2022-06,SRR22258509
CA,2022-06,SRR21717858
CA,2022-06,SRR21717835
CA,2022-06,SRR22291740
CA,2022-06,SRR22291474
CA,2022-06,SRR20830225
CA,2022-06,SRR21717474
CA,2022-06,SRR19953019
CA,2022-06,SRR21718727
CA,2022-06,SRR19731848
CA,2022-06,SRR19686987
CA,2022-06,SRR21718063
CA,2022-06,SRR19955866
CA,2022-06,SRR22132389
CA,2022-06,SRR20125343
CA,2022-06,SRR19942434
CA,2022-06,SRR22291334
CA,2022-06,SRR23723523
CA,2022-06,SRR22291526
CA,2022-06,SRR19948724
CA,2022-06,SRR22382645
CA,2022-06,SRR22382659
CA,2022-06,SRR21675988
CA,2022-06,SRR21717874
CA,2022-06,SRR22258516
CA,2022-06,SRR20830235
CA,2022-06,SRR19950715
CA,2022-06,SRR20830254
CA,2022-06,SRR20492569
CA,2022-06,SRR19953525
CA,2022-06,SRR21718088
CA,2022-06,SRR20093018
CA,2022-06,SRR22472517
CA,2022-06,SRR21718129
CA,2022-06,SRR21718035
CA,2022-06,SRR19732114
CA,2022-06,SRR21717782
CA,2022-06,SRR22291768
CA,2022-06,SRR19952352
CA,2022-06,SRR21676082
CA,2022-06,SRR22131987
CA,2022-06,SRR23979883
CA,2022-06,SRR19951067
CA,2022-06,SRR21675997
CA,2022-06,SRR20830489
CA,2022-06,SRR20093213
CA,2022-06,SRR21717887
CA,2022-06,SRR21718198
CA,2022-06,SRR21717426
CA,2022-06,SRR19955661
CA,2022-06,SRR21718168
CA,2022-06,SRR20245255
CA,2022-06,SRR22268861
CA,2022-06,SRR22132286
CA,2022-06,SRR22132393
CA,2022-06,SRR19687635
CA,2022-06,SRR19955913
CA,2022-06,SRR22258485
CA,2022-06,SRR23723841
CA,2022-06,SRR22258462
CA,2022-06,SRR20245208
CA,2022-06,SRR21189098
CA,2022-06,SRR20093088
CA,2022-06,SRR19687952
CA,2022-06,SRR19953530
CA,2022-06,SRR21717447
CA,2022-06,SRR22131955
CA,2022-06,SRR20245201
CA,2022-06,SRR19954883
CA,2022-06,SRR21718048
CA,2022-06,SRR21676041
CA,2022-06,SRR21189078
CA,2022-06,SRR21717932
CA,2022-06,SRR21675993
CA,2022-06,SRR19949917
CA,2022-06,SRR20092969
CA,2022-06,SRR23724214
CA,2022-06,SRR20052839
CA,2022-06,SRR22132139
CA,2022-06,SRR22735590
CA,2022-06,SRR21676087
CA,2022-06,SRR20092907
CA,2022-06,SRR22132142
CA,2022-06,SRR21717595
CA,2022-06,SRR21675954
CA,2022-06,SRR21717539
CA,2022-06,SRR21189094
CA,2022-06,SRR22314543
CA,2022-06,SRR22291459
CA,2022-06,SRR19949790
CA,2022-06,SRR21676053
CA,2022-06,SRR21676033
CA,2022-06,SRR19948401
CA,2022-06,SRR22132267
CA,2022-06,SRR19687028
CA,2022-06,SRR19949051
CA,2022-06,SRR19950203
CA,2022-06,SRR21717855
CA,2022-06,SRR22382666
CA,2022-06,SRR22258432
CA,2022-06,SRR21718122
CA,2022-06,SRR22382663
CA,2022-06,SRR21717643
CA,2022-06,SRR19687888
CA,2022-06,SRR20830561
CA,2022-06,SRR20830518
CA,2022-06,SRR22382694
CA,2022-06,SRR21676006
CA,2022-06,SRR21676076
CA,2022-06,SRR20092780
CA,2022-06,SRR21717420
CA,2022-06,SRR19674226
CA,2022-06,SRR22258472
CA,2022-06,SRR22131959
CA,2022-06,SRR19949200
CA,2022-06,SRR21718128
CA,2022-06,SRR22314580
CA,2022-06,SRR22132151
CA,2022-06,SRR22291634
CA,2022-06,SRR22132383
CA,2022-06,SRR21717891
CA,2022-06,SRR22382662
CA,2022-06,SRR24602823
CA,2022-06,SRR22314571
CA,2022-06,SRR21675962
CA,2022-06,SRR19950298
CA,2022-06,SRR22291789
CA,2022-06,SRR19673306
CA,2022-06,SRR22131960
CA,2022-06,SRR22131956
CA,2022-06,SRR22314563
CA,2022-07,SRR22304141
CA,2022-07,SRR20679684
CA,2022-07,SRR20241211
CA,2022-07,SRR22308661
CA,2022-07,SRR21036834
CA,2022-07,SRR21035765
CA,2022-07,SRR20955382
CA,2022-07,SRR20721868
CA,2022-07,SRR22308655
CA,2022-07,SRR20679314
CA,2022-07,SRR22306869
CA,2022-07,SRR22308659
CA,2022-07,SRR22317789
CA,2022-07,SRR22292756
CA,2022-07,SRR20678553
CA,2022-07,SRR22301568
CA,2022-07,SRR22271387
CA,2022-07,SRR20301271
CA,2022-07,SRR20241365
CA,2022-07,SRR20678717
CA,2022-07,SRR20955081
CA,2022-07,SRR21035379
CA,2022-07,SRR22284803
CA,2022-07,SRR22302421
CA,2022-07,SRR20241299
CA,2022-07,SRR22301263
CA,2022-07,SRR20909975
CA,2022-07,SRR22308341
CA,2022-07,SRR22306617
CA,2022-07,SRR22307162
CA,2022-07,SRR22324548
CA,2022-07,SRR22271384
CA,2022-07,SRR20955209
CA,2022-07,SRR22279296
CA,2022-07,SRR22301567
CA,2022-07,SRR21036948
CA,2022-07,SRR22315278
CA,2022-07,SRR22317204
CA,2022-07,SRR20240248
CA,2022-07,SRR22312934
CA,2022-07,SRR22315274
CA,2022-07,SRR20908545
CA,2022-07,SRR22307158
CA,2022-07,SRR22324544
CA,2022-07,SRR22264283
CA,2022-07,SRR22322091
CA,2022-07,SRR20908273
CA,2022-07,SRR20955035
CA,2022-07,SRR22314260
CA,2022-07,SRR22264263
CA,2022-07,SRR22324934
CA,2022-07,SRR20678710
CA,2022-07,SRR22270560
CA,2022-07,SRR20678970
CA,2022-07,SRR22268868
CA,2022-07,SRR22316475
CA,2022-07,SRR22264289
CA,2022-07,SRR22302428
CA,2022-07,SRR21036417
CA,2022-07,SRR22315275
CA,2022-07,SRR20375883
CA,2022-07,SRR22308644
CA,2022-07,SRR22282815
CA,2022-07,SRR22290108
CA,2022-07,SRR20717544
CA,2022-07,SRR22270556
CA,2022-07,SRR20377211
CA,2022-07,SRR22292765
CA,2022-07,SRR21717791
CA,2022-07,SRR22315542
CA,2022-07,SRR22304129
CA,2022-07,SRR22302505
CA,2022-07,SRR22317781
CA,2022-07,SRR22317162
CA,2022-07,SRR22268879
CA,2022-07,SRR22301533
CA,2022-07,SRR20909801
CA,2022-07,SRR22307165
CA,2022-07,SRR20376923
CA,2022-07,SRR20375954
CA,2022-07,SRR22306630
CA,2022-07,SRR20955563
CA,2022-07,SRR22314329
CA,2022-07,SRR21717368
CA,2022-07,SRR20377251
CA,2022-07,SRR22317154
CA,2022-07,SRR22324539
CA,2022-07,SRR22317169
CA,2022-07,SRR20679223
CA,2022-07,SRR22318579
CA,2022-07,SRR22322078
CA,2022-07,SRR22279301
CA,2022-07,SRR22304136
CA,2022-07,SRR22316459
CA,2022-07,SRR22268886
CA,2022-07,SRR20908687
CA,2022-07,SRR22268909
CA,2022-07,SRR22268864
CA,2022-07,SRR20910495
CA,2022-07,SRR22306861
CA,2022-07,SRR21036524
CA,2022-07,SRR22322097
CA,2022-07,SRR22307141
CA,2022-07,SRR22306615
CA,2022-07,SRR20376979
CA,2022-07,SRR22302489
CA,2022-07,SRR22317782
CA,2022-07,SRR20908917
CA,2022-07,SRR22290099
CA,2022-07,SRR22308643
CA,2022-07,SRR22324954
CA,2022-07,SRR20908697
CA,2022-07,SRR22282818
CA,2022-07,SRR22270558
CA,2022-07,SRR21036702
CA,2022-07,SRR22304143
CA,2022-07,SRR22307147
CA,2022-07,SRR22301259
CA,2022-07,SRR20955154
CA,2022-07,SRR22307143
CA,2022-07,SRR22258802
CA,2022-07,SRR22316469
CA,2022-07,SRR22314324
CA,2022-07,SRR22314332
CA,2022-07,SRR20376226
CA,2022-07,SRR20955578
CA,2022-07,SRR22315534
CA,2022-07,SRR22324543
CA,2022-07,SRR22315273
CA,2022-07,SRR22258775
CA,2022-07,SRR22270761
CA,2022-07,SRR21036611
CA,2022-07,SRR20376683
CA,2022-07,SRR20910595
CA,2022-07,SRR22301270
CA,2022-07,SRR22308343
CA,2022-07,SRR22258770
CA,2022-07,SRR20910619
CA,2022-07,SRR22306623
CA,2022-07,SRR22284797
CA,2022-07,SRR22270593
CA,2022-07,SRR22306607
CA,2022-07,SRR22279308
CA,2022-07,SRR20907780
CA,2022-07,SRR21036420
CA,2022-07,SRR22324952
CA,2022-07,SRR21035838
CA,2022-07,SRR22312917
CA,2022-07,SRR22324535
CA,2022-07,SRR22291401
CA,2022-07,SRR21036407
CA,2022-07,SRR22312919
CA,2022-07,SRR22301562
CA,2022-07,SRR22271398
CA,2022-07,SRR22301540
CA,2022-07,SRR22270749
CA,2022-07,SRR22318347
CA,2022-07,SRR22317161
CA,2022-07,SRR20718303
CA,2022-07,SRR22284807
CA,2022-07,SRR22284734
CA,2022-07,SRR20678683
CA,2022-07,SRR22312929
CA,2022-07,SRR20376029
CA,2022-07,SRR20679599
CA,2022-07,SRR20908234
CA,2022-07,SRR22304128
CA,2022-07,SRR22322084
CA,2022-07,SRR22315256
CA,2022-07,SRR22306875
CA,2022-07,SRR22322082
CA,2022-07,SRR22301574
CA,2022-07,SRR20376572
CA,2022-07,SRR22270566
CA,2022-07,SRR22270561
CA,2022-07,SRR22322090
CA,2022-07,SRR22282824
CA,2022-07,SRR22290093
CA,2022-07,SRR21036071
CA,2022-07,SRR22292766
CA,2022-07,SRR20240605
CA,2022-07,SRR22315523
CA,2022-07,SRR22308346
CA,2022-07,SRR20679733
CA,2022-07,SRR22306880
CA,2022-07,SRR22318566
CA,2022-07,SRR22312924
CA,2022-07,SRR22317772
CA,2022-07,SRR22314325
CA,2022-07,SRR22306605
CA,2022-07,SRR22322081
CA,2022-07,SRR22735359
CA,2022-07,SRR22318354
CA,2022-07,SRR22271434
CA,2022-07,SRR20908359
CA,2022-07,SRR22317783
CA,2022-07,SRR20240117
CA,2022-07,SRR22308347
CA,2022-07,SRR22308344
CA,2022-07,SRR22318353
CA,2022-08,SRR22329365
CA,2022-08,SRR21304138
CA,2022-08,SRR21235323
CA,2022-08,SRR22330461
CA,2022-08,SRR22291531
CA,2022-08,SRR21611818
CA,2022-08,SRR21456583
CA,2022-08,SRR21304946
CA,2022-08,SRR22330378
CA,2022-08,SRR21269106
CA,2022-08,SRR22329520
CA,2022-08,SRR22330460
CA,2022-08,SRR22333454
CA,2022-08,SRR22328559
CA,2022-08,SRR21268688
CA,2022-08,SRR22328813
CA,2022-08,SRR22327428
CA,2022-08,SRR21267177
CA,2022-08,SRR21267166
CA,2022-08,SRR21268891
CA,2022-08,SRR21456232
CA,2022-08,SRR21514130
CA,2022-08,SRR22328435
CA,2022-08,SRR22328870
CA,2022-08,SRR21267032
CA,2022-08,SRR22328633
CA,2022-08,SRR21455142
CA,2022-08,SRR22330354
CA,2022-08,SRR22329377
CA,2022-08,SRR22330223
CA,2022-08,SRR22340683
CA,2022-08,SRR22327425
CA,2022-08,SRR21456298
CA,2022-08,SRR22327962
CA,2022-08,SRR22328812
CA,2022-08,SRR22291665
CA,2022-08,SRR22331387
CA,2022-08,SRR22333428
CA,2022-08,SRR21222861
CA,2022-08,SRR22330514
CA,2022-08,SRR22331376
CA,2022-08,SRR21305676
CA,2022-08,SRR22330219
CA,2022-08,SRR22340679
CA,2022-08,SRR22325494
CA,2022-08,SRR22335703
CA,2022-08,SRR21305566
CA,2022-08,SRR21456020
CA,2022-08,SRR22330519
CA,2022-08,SRR22325490
CA,2022-08,SRR22340688
CA,2022-08,SRR21268832
CA,2022-08,SRR22325684
CA,2022-08,SRR21268955
CA,2022-08,SRR22325515
CA,2022-08,SRR22332809
CA,2022-08,SRR22325499
CA,2022-08,SRR22328957
CA,2022-08,SRR22291340
CA,2022-08,SRR22331377
CA,2022-08,SRR21267504
CA,2022-08,SRR22330368
CA,2022-08,SRR22328143
CA,2022-08,SRR22328549
CA,2022-08,SRR21304429
CA,2022-08,SRR22325682
CA,2022-08,SRR21268319
CA,2022-08,SRR22328624
CA,2022-08,SRR22324936
CA,2022-08,SRR22331674
CA,2022-08,SRR22329007
CA,2022-08,SRR22328996
CA,2022-08,SRR22333445
CA,2022-08,SRR22332825
CA,2022-08,SRR22325643
CA,2022-08,SRR22328686
CA,2022-08,SRR21454643
CA,2022-08,SRR22330226
CA,2022-08,SRR21268072
CA,2022-08,SRR21267516
CA,2022-08,SRR22329505
CA,2022-08,SRR21513169
CA,2022-08,SRR22330877
CA,2022-08,SRR22314545
CA,2022-08,SRR21268332
CA,2022-08,SRR22332817
CA,2022-08,SRR22335725
CA,2022-08,SRR22332831
CA,2022-08,SRR21269021
CA,2022-08,SRR22335356
CA,2022-08,SRR22335369
CA,2022-08,SRR22328130
CA,2022-08,SRR22329360
CA,2022-08,SRR22331679
CA,2022-08,SRR22325646
CA,2022-08,SRR21305710
CA,2022-08,SRR22325674
CA,2022-08,SRR22325510
CA,2022-08,SRR21455619
CA,2022-08,SRR22329514
CA,2022-08,SRR22291450
CA,2022-08,SRR22335711
CA,2022-08,SRR22330150
CA,2022-08,SRR22329374
CA,2022-08,SRR21268124
CA,2022-08,SRR22328962
CA,2022-08,SRR22333446
CA,2022-08,SRR21306001
CA,2022-08,SRR22328546
CA,2022-08,SRR22330367
CA,2022-08,SRR22340692
CA,2022-08,SRR21305794
CA,2022-08,SRR22328148
CA,2022-08,SRR22325683
CA,2022-08,SRR22291470
CA,2022-08,SRR22329366
CA,2022-08,SRR22330159
CA,2022-08,SRR22328629
CA,2022-08,SRR21456258
CA,2022-08,SRR22330153
CA,2022-08,SRR22325325
CA,2022-08,SRR22332805
CA,2022-08,SRR22330872
CA,2022-08,SRR22330880
CA,2022-08,SRR21267778
CA,2022-08,SRR21513648
CA,2022-08,SRR22331666
CA,2022-08,SRR22340678
CA,2022-08,SRR22331374
CA,2022-08,SRR22325286
CA,2022-08,SRR22327218
CA,2022-08,SRR22291452
CA,2022-08,SRR21267989
CA,2022-08,SRR21455658
CA,2022-08,SRR22328640
CA,2022-08,SRR22330356
CA,2022-08,SRR22325285
CA,2022-08,SRR21455737
CA,2022-08,SRR22329499
CA,2022-08,SRR22328371
CA,2022-08,SRR22327210
CA,2022-08,SRR22329369
CA,2022-08,SRR22328141
CA,2022-08,SRR21305052
CA,2022-08,SRR22291356
CA,2022-08,SRR22340690
CA,2022-08,SRR21612793
CA,2022-08,SRR22330464
CA,2022-08,SRR22335717
CA,2022-08,SRR22328551
CA,2022-08,SRR22291306
CA,2022-08,SRR22330466
CA,2022-08,SRR22328806
CA,2022-08,SRR22327434
CA,2022-08,SRR22328805
CA,2022-08,SRR22327213
CA,2022-08,SRR22334568
CA,2022-08,SRR22332824
CA,2022-08,SRR21304878
CA,2022-08,SRR22328439
CA,2022-08,SRR22328304
CA,2022-08,SRR21268818
CA,2022-08,SRR22330475
CA,2022-08,SRR21267580
CA,2022-08,SRR21304084
CA,2022-08,SRR21305451
CA,2022-08,SRR22329006
CA,2022-08,SRR22335693
CA,2022-08,SRR22331321
CA,2022-08,SRR22329526
CA,2022-08,SRR22335371
CA,2022-08,SRR22328859
CA,2022-08,SRR21267965
CA,2022-08,SRR22325689
CA,2022-08,SRR22325685
CA,2022-08,SRR22335702
CA,2022-08,SRR22328156
CA,2022-08,SRR22328487
CA,2022-08,SRR21632229
CA,2022-08,SRR22328625
CA,2022-08,SRR21233062
CA,2022-08,SRR22331629
CA,2022-08,SRR22330359
CA,2022-08,SRR21304195
CA,2022-08,SRR22330149
CA,2022-08,SRR22334583
CA,2022-08,SRR22330470
CA,2022-08,SRR22333437
CA,2022-08,SRR22330873
CA,2022-08,SRR22329367
CA,2022-08,SRR22335370
CA,2022-08,SRR22382725
CA,2022-08,SRR22334576
CA,2022-08,SRR22327786
CA,2022-08,SRR21305583
CA,2022-08,SRR22333447
CA,2022-08,SRR21211195
CA,2022-08,SRR22330360
CA,2022-08,SRR22330357
CA,2022-08,SRR22334575
CA,2022-09,SRR22342748
CA,2022-09,SRR21692235
CA,2022-09,SRR21612087
CA,2022-09,SRR22343886
CA,2022-09,SRR21791929
CA,2022-09,SRR21791321
CA,2022-09,SRR21760076
CA,2022-09,SRR21692806
CA,2022-09,SRR22343814
CA,2022-09,SRR21692094
CA,2022-09,SRR22343200
CA,2022-09,SRR22343884
CA,2022-09,SRR22346159
CA,2022-09,SRR22342450
CA,2022-09,SRR21691780
CA,2022-09,SRR22342635
CA,2022-09,SRR22291846
CA,2022-09,SRR21612296
CA,2022-09,SRR21612232
CA,2022-09,SRR21691913
CA,2022-09,SRR21759987
CA,2022-09,SRR21777263
CA,2022-09,SRR22341646
CA,2022-09,SRR22342660
CA,2022-09,SRR21612149
CA,2022-09,SRR22342466
CA,2022-09,SRR21716655
CA,2022-09,SRR22343749
CA,2022-09,SRR22342942
CA,2022-09,SRR22343329
CA,2022-09,SRR23781889
CA,2022-09,SRR22291835
CA,2022-09,SRR21760006
CA,2022-09,SRR22340832
CA,2022-09,SRR22342634
CA,2022-09,SRR21792196
CA,2022-09,SRR22345349
CA,2022-09,SRR22345686
CA,2022-09,SRR21611355
CA,2022-09,SRR22345071
CA,2022-09,SRR22345344
CA,2022-09,SRR21693357
CA,2022-09,SRR22343318
CA,2022-09,SRR23781881
CA,2022-09,SRR21867873
CA,2022-09,SRR22348130
CA,2022-09,SRR21693235
CA,2022-09,SRR21759924
CA,2022-09,SRR22345076
CA,2022-09,SRR21867700
CA,2022-09,SRR23781941
CA,2022-09,SRR21691895
CA,2022-09,SRR22291614
CA,2022-09,SRR21691966
CA,2022-09,SRR22291170
CA,2022-09,SRR22345553
CA,2022-09,SRR21868260
CA,2022-09,SRR22342662
CA,2022-09,SRR21791638
CA,2022-09,SRR22345345
CA,2022-09,SRR21612780
CA,2022-09,SRR22343767
CA,2022-09,SRR22340843
CA,2022-09,SRR22341825
CA,2022-09,SRR21692518
CA,2022-09,SRR22291504
CA,2022-09,SRR21631810
CA,2022-09,SRR22342457
CA,2022-09,SRR21810540
CA,2022-09,SRR22345467
CA,2022-09,SRR22342733
CA,2022-09,SRR22342721
CA,2022-09,SRR22346141
CA,2022-09,SRR22345659
CA,2022-09,SRR22291176
CA,2022-09,SRR22342489
CA,2022-09,SRR21694074
CA,2022-09,SRR22343333
CA,2022-09,SRR21631548
CA,2022-09,SRR21613051
CA,2022-09,SRR22343174
CA,2022-09,SRR21760167
CA,2022-09,SRR22345208
CA,2022-09,SRR21797372
CA,2022-09,SRR21631830
CA,2022-09,SRR22345624
CA,2022-09,SRR23781801
CA,2022-09,SRR22345677
CA,2022-09,SRR21692087
CA,2022-09,SRR22348091
CA,2022-09,SRR22348106
CA,2022-09,SRR22340837
CA,2022-09,SRR22342743
CA,2022-09,SRR22345474
CA,2022-09,SRR22291187
CA,2022-09,SRR21693440
CA,2022-09,SRR22291280
CA,2022-09,SRR22291147
CA,2022-09,SRR21759550
CA,2022-09,SRR22343187
CA,2022-09,SRR21791765
CA,2022-09,SRR22348165
CA,2022-09,SRR22343294
CA,2022-09,SRR22342935
CA,2022-09,SRR21631606
CA,2022-09,SRR22342667
CA,2022-09,SRR22346144
CA,2022-09,SRR21693571
CA,2022-09,SRR22341822
CA,2022-09,SRR22343766
CA,2022-09,SRR23781986
CA,2022-09,SRR21693451
CA,2022-09,SRR22340846
CA,2022-09,SRR22291613
CA,2022-09,SRR21791856
CA,2022-09,SRR22342749
CA,2022-09,SRR22343302
CA,2022-09,SRR22342462
CA,2022-09,SRR21759990
CA,2022-09,SRR22343296
CA,2022-09,SRR21867243
CA,2022-09,SRR22345531
CA,2022-09,SRR22345084
CA,2022-09,SRR22345216
CA,2022-09,SRR21613310
CA,2022-09,SRR21777184
CA,2022-09,SRR22345456
CA,2022-09,SRR23781869
CA,2022-09,SRR22345343
CA,2022-09,SRR21866953
CA,2022-09,SRR22291688
CA,2022-09,SRR21791771
CA,2022-09,SRR21613517
CA,2022-09,SRR21759700
CA,2022-09,SRR22342472
CA,2022-09,SRR22343752
CA,2022-09,SRR21866948
CA,2022-09,SRR21759750
CA,2022-09,SRR22342966
CA,2022-09,SRR22341639
CA,2022-09,SRR22291679
CA,2022-09,SRR22342926
CA,2022-09,SRR22340842
CA,2022-09,SRR21692904
CA,2022-09,SRR21791738
CA,2022-09,SRR23781974
CA,2022-09,SRR21791375
CA,2022-09,SRR22343890
CA,2022-09,SRR23781789
CA,2022-09,SRR22341827
CA,2022-09,SRR21791628
CA,2022-09,SRR22345017
CA,2022-09,SRR22342629
CA,2022-09,SRR22291862
CA,2022-09,SRR22342628
CA,2022-09,SRR22291683
